epoch,train_pinball,val_pinball,seconds
0,0.28407,0.45595,0.9
1,0.21592,0.40016,0.9
2,0.16695,0.26794,0.9
3,0.10975,0.18365,0.9
4,0.08963,0.17289,0.9
5,0.08505,0.20455,0.9
6,0.08182,0.18147,0.9
7,0.08024,0.18862,0.9
8,0.08021,0.18721,0.9
