epoch,train_pinball,val_pinball,seconds
0,0.37244,0.23755,0.8
1,0.18073,0.13608,0.8
2,0.12618,0.11079,0.8
3,0.10438,0.08667,0.8
4,0.09568,0.08783,0.8
5,0.09131,0.08115,0.8
6,0.08885,0.07874,0.8
7,0.08668,0.10223,0.7
8,0.08522,0.07811,0.7
9,0.08437,0.08169,0.8
10,0.08356,0.09381,0.8
11,0.08292,0.09793,0.8
12,0.08118,0.08772,0.8
