epoch,train_pinball,val_pinball,seconds
0,0.06260,0.05983,0.8
1,0.05966,0.05989,0.8
2,0.05896,0.06050,0.7
3,0.05853,0.06028,0.8
4,0.05841,0.06047,0.7
