epoch,train_pinball,val_pinball,seconds
0,0.16722,0.08706,4.6
1,0.10874,0.07852,4.6
2,0.08831,0.06449,4.6
3,0.07577,0.06192,4.6
4,0.07109,0.06475,4.6
5,0.06990,0.07087,4.6
6,0.06826,0.06282,4.6
7,0.06679,0.06015,4.6
8,0.06621,0.06137,4.6
9,0.06533,0.05649,4.6
10,0.06535,0.06206,4.6
11,0.06468,0.06796,4.6
12,0.06457,0.06048,4.6
13,0.06366,0.05976,4.6
