step,return,cost,co2,peak,soc_dev,projection,tie_viol_steps
7968,-54.279246,4659.700458524057,17.24667711213494,2.280252773022923,0.10640917499794778,26.90165186911821,0
8064,-66.121934,5476.791241371446,19.690299581064792,2.3947093920134535,0.2992698773741722,28.966528541445726,0
8160,-67.567168,5739.046758671535,21.07053004514306,2.4358925294460905,0.19207894075661897,34.40533745273948,0
8256,-41.068073,3330.424750619455,16.07499781323598,2.0865344386088007,0.14044750520077193,31.393811275213963,0
8352,-73.692692,6407.935366877567,22.593653774497692,3.0173814757161335,0.10855266321450474,33.25880673810839,1
8448,-72.16524,6139.081622184525,20.933574283499738,2.781411770644733,0.22545247063236806,32.92442403092981,0
8544,-46.453545,3584.156754149624,15.895435716790713,2.2226530903255335,0.3302857294678688,24.31597559809684,0
8640,-61.971629,5272.71319198594,19.476591237474043,2.274150936338855,0.1661239627748728,28.796036235839132,0
8736,-57.691911,4881.102425090628,20.738720516492997,2.4105516079159024,0.11300335021591501,20.338704556822773,0
8832,-40.951855,3324.7588197154505,14.416477297835392,1.8152377533097228,0.1768818698431316,22.385654390752315,0
8928,-49.912847,4174.644264078197,16.859164071241658,2.365709122601465,0.14415810741484164,32.3173895148933,0
9024,-45.05858,3620.635767003095,14.27705556133499,2.188397739840008,0.24624974506073877,30.88077672168612,0
9120,-72.727929,6267.10641239777,22.374968405810666,2.692751512539447,0.15115158087328856,42.9457133936882,0
9216,-72.313626,6140.127937231127,21.730157432380174,2.881934411030225,0.21603502105725442,38.28228004738688,0
9312,-77.663698,6684.8770960493175,23.864400035668282,3.254649514099569,0.15691648293286564,34.06527004227042,2
9408,-23.971525,1720.2166557166806,12.73680998876826,2.2672648586489634,0.13609396293759352,36.2725082796812,0
9504,-45.57403,3642.4021463201902,15.34454537021612,2.6377094807868557,0.23277072664350273,28.87533137142658,0
9600,-73.905216,6293.67976625325,21.209887364022567,3.4342689063642404,0.21544960883298991,39.88177409261465,2
9696,-62.531834,5286.665170229112,20.191035935743443,2.337318218697998,0.17819625921547416,38.71558232843875,0
9792,-57.500221,4995.072068707809,19.88792702208385,2.2970699440548046,0.04428625959706933,29.273877182751892,0
9888,-40.459211,3329.8569694229664,15.05685027864793,2.0427096312572166,0.12176679474742791,32.280894789099705,0
9984,-38.271893,3231.69494443329,15.308368858595408,1.6798799422891015,0.046032045389476584,37.242768308818356,0
10080,-46.410801,3895.1500909109977,15.419941907806837,2.2501731306836152,0.1288832221768405,36.4719846957922,0
10176,-39.781283,3138.9984415809836,15.106987209724494,2.0807204503633,0.2017942672595382,33.760779675990335,0
10272,-64.08315,5407.416109864453,20.255794834580293,2.428464782341283,0.1973909830674529,31.768465998768807,0
10368,-57.43732,4793.574076664531,19.186560158519274,2.379665416048794,0.18624965641647584,32.660305670350795,0
10464,-50.840909,4171.111748187491,18.2111573691095,2.8451564637626316,0.16855877358466392,34.718982710391295,0
10560,-53.296218,4491.646845652642,17.36275739188909,2.4822782539965687,0.14520075352568373,35.24837270975113,0
10656,-66.792104,5754.769929037498,21.26412558557025,2.9177389905251805,0.11320477728977019,36.22956308051943,0
10752,-63.423326,5371.760802457935,19.503042617086905,2.3056643214475216,0.19550261553376913,41.206959241479645,0
10848,-38.288111,3136.925758946278,14.081082120646617,1.5906207188406696,0.13721871128992036,37.5710931661725,0
10944,-54.147507,4557.0926694431355,19.041190250847674,2.0700291308696905,0.1357474192584816,34.68449729353189,0
11040,-59.073922,4969.300622429482,18.829010271205878,2.9520199515244254,0.17009362783282994,38.332465919405216,0
11136,-43.620207,3639.306270684054,15.761776183536535,2.284059978152155,0.10566581562161448,28.960247575342652,0
11232,-85.630143,7575.862347432498,25.071143588368365,3.6715738635616644,0.05876978807347394,40.259378672391186,6
11328,-68.615905,5995.6915913652365,23.075902465980636,2.974025655539031,0.036440525017678804,37.61114577755331,0
11424,-39.174292,3263.3173295502734,14.272145064825859,2.4997236242738032,0.08397237426160203,35.81538894534112,0
11520,-74.927997,6514.934486776837,22.825294234012354,3.290761459363502,0.107650632224977,30.888719433546072,1
11616,-61.350747,5179.582315519374,20.324463813067464,2.933920350752783,0.15226778287048404,31.722198354154823,0
11712,-60.553969,5242.279886751506,21.10141217667309,2.6724386110159752,0.048784768473553064,44.453091309964655,0
11808,-40.836479,3400.5283488343316,16.177166145877532,2.113262385115683,0.07551604453474287,41.13476234868169,0
11904,-50.294767,4079.247306200523,18.50441504330154,2.7345627002060793,0.19047629806752275,35.533805361390115,0
12000,-26.439567,2133.662897207208,12.720286114421217,2.241805235596936,0.026008647052865264,33.63200657695531,0
12096,-64.302056,5469.478584067368,21.263767598945194,2.6669786097759305,0.14408987145870927,38.145487144738446,0
12192,-43.032494,3600.141331111255,16.161901202812178,1.739827907566641,0.099105244473015,24.9772711764276,0
12288,-38.640122,3196.4599787170446,15.513671970492835,2.0509480593915077,0.08006943116258636,35.48166425421834,0
12384,-54.808354,4550.3750754215735,19.397727796434783,3.003088409315939,0.15226997426269873,37.242951034605504,1
12480,-45.565223,3802.505546703834,16.273610141485683,2.1754064951781436,0.11919478934846428,39.314397767931226,0
12576,-62.322098,5376.0525590876,20.626607601465086,2.8757642396427414,0.08155226714320879,41.72979953140021,0
12672,-41.895673,3545.5922915570545,15.206279418255455,1.7254994304432856,0.07917779888957738,26.0918386939168,0
12768,-73.0048,6429.885252439373,24.375489217013257,2.893583535520218,0.015724515013004536,32.933902462273835,0
12864,-41.636552,3563.991089679476,14.529404015484145,2.0443876446541918,0.0546709738671779,19.200928751528263,0
12960,-45.688759,3743.5062338024377,17.01869546769865,2.0971029139997324,0.15394979193806657,24.708909819126127,0
13056,-42.625915,3604.897875702936,14.372841945092356,2.496031777674748,0.0844447093084455,12.273445149511092,0
13152,-44.694528,3791.1731030982755,15.583415320585353,1.832707491432818,0.09164595158868716,28.63528043210506,0
13248,-56.097205,4863.552698272346,19.697911322650796,2.6895133814294385,0.03176662868967173,27.939576680511234,0
13344,-37.524492,3255.436419716875,14.017574755978048,1.8776203149120598,0.0009205104881211401,14.38896412461996,0
13440,-55.662552,4714.937589521009,18.669084995396428,2.865371486023807,0.11775349377605471,29.43702662453056,0
13536,-35.59441,3044.258219486352,13.792558461291135,1.9013838883523044,0.016900422051548847,17.01235703989864,0
13632,-68.951953,5963.444932821305,23.72605137453298,3.3054399720369028,0.05850083818169016,28.410695734918118,1
13728,-64.238654,5648.248654899523,22.04651163770709,2.2423993388385846,0.016350307129323505,28.474818505197767,0
13824,-31.109822,2631.5709939559806,12.754305389680846,2.0291923402711345,0.010409549908026228,16.852707436978818,0
13920,-47.599917,4040.9807763001227,17.293573210336344,2.049613798483641,0.0788127822213266,29.709401076734064,0
14016,-31.989675,2745.273527567603,12.999241949837323,1.3863907367014923,0.005507413307694886,19.03715645983815,0
14112,-80.384936,7124.654734815355,26.299385301362854,3.103646052054623,0.00047427934447397124,27.647151248306034,1
14208,-86.005936,7515.792985506414,26.84836462379412,2.8808067334463847,0.1094115877524019,33.80572898685933,0
14304,-54.389268,4696.334431845188,19.35982711992442,2.7051725379724365,0.035727080428286595,28.17136811777949,0
14400,-77.676367,6824.729133804742,25.72844644439507,3.8287729764161536,0.011935476772487186,25.703081355705407,5
14496,-25.228935,2069.9150139848903,11.54682039583812,1.9950442795316472,0.017848096974194094,23.709406491518024,0
14592,-62.727188,5490.834662182866,22.187795814808567,2.899829242235142,0.0001713708729336183,26.129077664613728,0
14688,-32.1181,2663.6109730851094,12.539378624901678,2.2399566099172086,0.054946247841182516,15.196934218257667,0
14784,-69.431382,5973.791346988331,23.13430955551451,3.6843854637825317,0.08529473619633599,28.86999323964119,3
14880,-53.397308,4647.024919376936,19.28730140222744,2.6548000343888654,0.005263193902608654,33.87712755307555,0
14976,-49.718339,4229.61487172686,18.409252584902017,2.3891890513664418,0.06291592177003624,27.207376300841567,0
15072,-33.791757,2867.7329103879006,13.61830284991447,1.4071915121862997,0.031070691905915715,21.02991508126259,0
15168,-35.166028,2970.3760879441447,13.557171108105605,1.4205963097865195,0.05512514094773102,16.633642951548094,0
15264,-56.085923,4808.436152408916,19.250741121328367,2.913432637457489,0.07073108162730934,29.949745935499667,0
15360,-50.128615,4329.152689785803,18.904596580546535,2.5068060571622293,0.010865763761103153,16.104313974827527,0
15456,-40.204561,3372.015911964671,15.581456690840348,2.0406023586443736,0.06624828996626952,20.665273352414367,0
15552,-52.946855,4542.828440141078,19.41814510703588,2.8335090593072714,0.03731488992313026,22.586393451243644,0
15648,-54.568267,4744.726561811536,19.55532032933346,2.674985963041485,0.012294080108404049,23.904989045411348,0
15744,-29.8187,2437.305349411849,11.550110332300386,2.0096010999780147,0.07845154381112052,16.650065231472254,0
15840,-46.804121,4081.887599232103,14.881380170941034,2.8017745285549243,0.026674726419150807,20.896679107248783,0
15936,-36.513394,3058.1389894012664,15.933298909132747,2.5641135207949883,0.008424568548798583,9.492276753336194,0
16032,-47.887306,4107.998291515539,15.725047859830438,2.2168512128973252,0.08020457169531192,17.28831457361579,0
16128,-52.096156,4563.8398564402705,18.594514740244268,1.8648570428089568,0.00889731925961218,28.58379565924406,0
16224,-41.972278,3592.1288789350983,13.950302489867592,1.5994917069158747,0.08174009062349796,21.289247146248822,0
16320,-49.441355,4244.059924632708,18.568271378929378,1.6905542531563755,0.05027019750130801,32.05715853527188,0
16416,-66.236925,5770.486041578887,21.282262255150766,3.064091231284629,0.06144999004900442,20.507370571345092,1
16512,-69.461939,6003.4420240168165,23.53232570643192,3.276177315336778,0.07048998792704786,28.899303745031357,2
16608,-46.039152,3779.6460306437807,17.17062228058019,2.5078227100507418,0.1392250575125218,7.748894770741464,0
16704,-30.316307,2486.2827772875803,11.075663366848064,1.8662223495330186,0.0922861021012068,29.74419178962707,0
16800,-51.724263,4411.298870189364,17.927215970505692,2.5241068371037296,0.08156442884355775,23.05175770387054,0
16896,-69.480687,5995.368240181749,23.042866670302388,3.1343766361236636,0.09069296058855558,27.861769035458558,1
16992,-48.892526,4152.37461315039,18.151537896661573,2.4897505955857815,0.06182788200676442,7.215051318705083,0
17088,-46.838929,4065.724842442143,17.918993559270795,1.9743327257453123,0.0010832967236638624,34.054451108723875,0
17184,-66.944523,5879.191751084928,21.48558437789315,3.443047126751129,0.021980780735611938,22.4104680429399,4
17280,-58.705937,5108.369668344225,20.415617940178638,3.1851777255356843,0.014898913255647628,21.01947998389602,3
17376,-50.920763,4316.90062169492,19.337050921961467,2.884123375919514,0.05313282292336219,20.18081255361438,0
17472,-66.615573,5847.354382764883,22.053756879580938,2.6310388936123554,0.0315657697618007,39.231683157086366,0
17568,-64.562146,5616.772165541609,21.985550366402887,3.1634812827306362,0.03555781081514919,26.332667516767984,3
17664,-52.615111,4479.714940494658,18.96852511565677,2.504262684192471,0.0750466121360659,18.471075155586007,0
17760,-70.002893,6043.150658936475,22.591369167579682,3.4806388904261585,0.09344799965620043,27.197335135936736,5
17856,-49.192813,4278.34781112052,17.23882225425962,3.0892120854778566,0.00013356544077391952,21.080113946050407,1
17952,-51.967085,4497.206202267228,19.595913890170994,2.6527106300017618,0.0036776060238481456,23.317035707086326,0
18048,-47.476809,4059.9899390897776,17.39194683183566,2.01053212301857,0.05700753945857284,27.36089386433363,0
18144,-73.098045,6330.014459510621,23.033626455086182,3.952067789892678,0.0871323391795158,23.89137048944831,9
18240,-32.586562,2793.9543929202305,12.115400696045004,1.663433751692997,0.023134962175237472,16.27624848634004,0
18336,-16.744048,1327.4145352498451,9.354690261647468,1.5058812543946072,0.004076233663057038,32.45941249385476,0
18432,-60.395392,5276.48547856561,21.470559683821218,2.851866394249129,0.0032415343448518597,21.14449011027813,0
18528,-16.913026,1307.2938517626565,8.938381946557447,1.7331247640880378,0.031021551150632598,26.716749888658526,0
18624,-25.314593,2123.4126948272396,9.578182208448148,1.6718270729462965,0.03588535077869892,14.01299807742238,0
18720,-37.391987,3188.5022856294286,14.341434743200073,2.577465890714535,0.011569822952151254,22.659499851465227,0
18816,-69.989113,6079.687949259478,25.421606369821188,2.7726514646209033,0.030446098186075687,32.55365294992924,0
18912,-37.953979,3217.104763172497,14.365804271685374,1.5700004137555648,0.05634601414203644,16.484406344890594,0
19008,-45.339491,3898.466628761548,18.05116377447185,1.713747019774043,0.016931770830170056,24.41025535970926,0
19104,-32.06326,2739.3855182694433,12.337898745261715,1.3922866315676923,0.027408049814403035,18.806593009233474,0
19200,-43.387776,3666.0533268240547,16.56527177244968,2.7515769783552866,0.04380200803279877,17.66787205532193,0
19296,-39.481508,3278.276796101501,14.868402616143744,3.1917600090980365,0.06410103670664513,14.422788422554733,2
19392,-61.151159,5324.710351181456,20.547932213149977,2.7794108602708736,0.04186076391488314,23.38953397229314,0
19488,-68.86739,6009.315305430582,22.93705774875406,3.6060760785746573,0.03004591897326081,20.7821142475307,4
19584,-34.472973,2910.997701987243,13.61737940730471,2.1032963613644617,0.029097543470561482,25.06684309244156,0
19680,-49.919027,4248.6980296223055,17.738485896075012,2.606695576521573,0.07118816804140804,17.478923672139647,0
19776,-52.171407,4575.692180272045,19.241503226176274,1.5754998587055944,0.0007889807224273349,19.407509784549475,0
19872,-36.788892,3091.443038845183,16.430154929201212,2.1655754296298118,0.005278986878693104,10.10089276984334,0
19968,-52.33402,4568.916278771958,19.27846907844333,1.9077846544145358,0.006546824847004862,21.932153748124843,0
20064,-51.586506,4490.488924326932,18.290664289441782,1.6152725847515486,0.03655392583459621,23.594722019881015,0
20160,-57.858205,5026.670785871359,20.16858561661449,2.7210906953652314,0.030165682987947195,27.775291325896976,0
20256,-62.852721,5476.855888265107,23.034319552896193,2.8239717659952674,0.0029518532419675614,30.027835131138563,0
20352,-48.411932,4107.027501298747,17.918903008782998,2.617880463619469,0.06125562153756614,18.04346688583493,0
20448,-45.254421,3923.030530398565,16.742186683603027,2.239785358015377,0.007036364451050714,24.516711697429418,0
20544,-35.748736,3052.5787122884444,13.769623568012753,2.2340917270884266,0.013228367827832654,11.307395582795143,0
20640,-42.528331,3593.67298527992,16.156219751703055,2.5464324276118733,0.04841081406921155,13.057746955901386,0
20736,-38.361042,3317.71569220748,14.00958275599,1.8057385226573344,0.01724763587117184,11.367660988271233,0
20832,-39.87617,3389.4647172790783,15.684204994132566,1.3887886631272421,0.04804972726851697,16.951160894632345,0
20928,-67.230383,5843.231925505327,23.16934397084006,2.4873459488295633,0.056821469962596904,35.03372910246252,0
21024,-49.456257,4264.1669131072895,17.80925342803864,3.281443021488999,0.0106156131252646,15.209715386033057,6
21120,-70.073584,6151.726831279768,22.062356320101053,3.568271364987833,0.034020041674375556,31.802126004695893,3
21216,-34.931317,2955.0369412585133,13.88292089547531,0.9379474643326251,0.05605946382213567,19.97822561994195,0
21312,-52.883097,4580.185733447648,18.150506165726956,2.633995825089179,0.03883263375610113,15.235792672634124,0
21408,-45.334955,3924.62947136356,16.598228448567184,2.372881231497457,0.010669312439858913,18.386174714118244,0
21504,-51.192844,4391.319063708838,18.51574756593793,1.9738935310455572,0.062358086369931565,29.118752651959653,0
21600,-32.891562,2767.3668113993863,13.794559425077287,2.0649373363334487,0.016903423145413377,11.627090313732621,0
21696,-41.801894,3545.991815669764,14.911005031011216,2.6791815979789675,0.0531334493309259,17.94101738885045,0
21792,-32.177895,2703.6305744815077,13.482422083152732,1.8783790104859945,0.023034079372882876,8.475716509371995,0
21888,-38.870789,3323.41176008754,15.145583597494662,2.244383438375598,0.013016169704496872,21.426815107315775,0
21984,-41.323639,3514.1234896071874,14.907599604915177,2.476126854519679,0.047978240320164955,3.796095285117626,0
22080,-43.308954,3689.0356421141146,17.247075621239336,2.4883600140150195,0.01660873033106336,18.693281788378957,0
22176,-66.10091,5832.135910742068,21.802799859100467,2.5657035032714024,0.01416200175881388,40.60395106881857,0
22272,-23.910718,1948.100923568691,10.76419028439752,1.6134787918007953,0.037004015594720885,29.30618389874697,0
22368,-58.522361,5080.445289734729,21.373445062377307,2.1799028805026444,0.02892758361995229,27.189405456334356,0
22464,-43.424214,3743.5984331085538,15.583528694302533,2.3783578948892883,0.02412186078727241,15.0357086071372,0
22560,-68.86571,6057.716623135586,22.252012292220023,2.7460513562978575,0.03430128161256252,33.294181095957754,0
22656,-29.303837,2496.0853950494156,11.303010516100915,2.1897606920081922,0.0050783665850757664,17.228636036068202,0
22752,-46.935891,4065.171204632451,16.28397279130684,2.301425545192354,0.03189444015488807,18.239810613691805,0
22848,-25.015453,2091.0649924885806,10.867900873863066,1.90355753646254,0.005533986166119609,24.971657392829655,0
22944,-55.806276,4874.855808270903,18.450752273840372,2.61502822639835,0.03176537975668908,36.50956983163953,0
23040,-56.906807,4994.490614854087,18.5894056726975,2.6631845271980077,0.021320387534797203,20.791745934486393,0
23136,-66.172333,5722.017620599866,24.150695506654916,3.3610543134123603,0.02416843790560952,40.71749266386031,3
23232,-31.06512,2587.7372552267516,12.915263176322831,2.232488864849101,0.028011542186141047,31.712566069215534,0
23328,-52.313228,4545.930660726401,17.87709761848968,2.9602700055875317,0.020445582829415776,12.547894454300408,0
23424,-36.662704,3096.0845566536823,13.35569473453311,2.615178575737282,0.04327187798917298,39.403082823157305,0
23520,-60.347869,5256.663746369212,20.357815316553694,2.597731238442643,0.042319628782570395,41.38605283275247,0
23616,-43.305744,3745.6209918206355,15.707139927607352,2.2031788541800887,0.017074710316956065,19.830958796292542,0
23712,-42.880032,3684.9384152978905,15.408260017018488,2.4701585945762408,0.02800710238516335,25.95866417840123,0
23808,-51.164217,4373.646918035763,17.827324467854424,2.6824756107818457,0.06710402797907594,33.38045792579651,0
23904,-34.808349,3008.195222951593,12.19258276050716,2.3485195639056093,0.008614277682806315,27.864021166116,0
24000,-94.119278,8355.31726480537,28.6797101407512,3.6304846413870306,0.03399989753961563,50.116378817409284,4
24096,-66.98201,5834.477445957986,23.32028672319052,2.7921794233006976,0.03495183177292338,41.97589001908898,0
24192,-69.328356,6075.83601365736,22.050809928503572,2.9268520341541873,0.05226746033877128,44.13597009763122,0
24288,-47.610993,3993.580288764756,16.363320987121636,2.1084221375121173,0.12818829989746994,23.32309083759785,0
24384,-46.504478,4047.1360198814855,16.477440620374654,2.2265278944177584,0.013284969329834029,23.144474733173848,0
24480,-47.153631,4083.4100279849945,16.66866485766934,2.3861829812020234,0.02429720014333725,25.586040188968187,0
24576,-44.507101,3816.2939094911944,16.57860915404026,1.6616222462555599,0.047062015347182795,18.55242770537734,0
24672,-26.986211,2270.7267291572334,11.483358745655815,1.6747820545512653,0.010934879258275021,31.340703508555887,0
24768,-61.582088,5334.1183656150815,20.706187702066256,2.404849178671413,0.0711405381560326,38.90053256034851,0
24864,-43.2215,3702.7324972327933,15.524074606289997,2.5986538643177157,0.03316606416514045,21.579799441695215,0
24960,-36.104005,3112.4477296091777,12.481246921643347,2.2631475186281076,0.021993007697165057,20.57005799174309,0
25056,-41.712571,3554.424464383916,15.989435196596618,2.364619072373632,0.02837651297450061,34.912537084221846,0
25152,-64.37282,5651.211884106191,21.865999991283612,2.579245253451055,0.01794687658548355,18.705484340041878,0
25248,-33.417581,2892.8807578778124,12.989605617600535,1.4050597325907321,0.0019912090152502393,21.276885747760534,0
25344,-31.728618,2751.1500064481793,11.818576717320774,1.6587229993074246,0.0005370533093810304,25.65116309508681,0
