epoch,train_pinball,val_pinball,seconds
0,0.16307,0.07996,4.8
1,0.10251,0.07512,4.8
2,0.08106,0.06468,4.8
3,0.07333,0.06873,4.8
4,0.07028,0.07204,4.8
5,0.06812,0.06604,4.7
6,0.06685,0.06670,4.7
