epoch,train_pinball,val_pinball,seconds
0,0.05637,0.04448,0.5
1,0.05601,0.04448,0.5
2,0.05591,0.04446,0.5
3,0.05590,0.04437,0.5
4,0.05583,0.04465,0.5
5,0.05573,0.04441,0.5
6,0.05554,0.04445,0.5
7,0.05556,0.04452,0.5
