epoch,train_pinball,val_pinball,seconds
0,0.16130,0.07786,4.8
1,0.10445,0.08007,4.7
2,0.08578,0.07256,4.7
3,0.07512,0.07102,4.7
4,0.07111,0.06947,4.7
5,0.06900,0.06454,4.7
6,0.06801,0.06207,4.7
7,0.06653,0.07240,4.7
8,0.06632,0.06194,4.7
9,0.06546,0.06399,4.7
10,0.06416,0.06257,4.7
11,0.06413,0.06304,4.7
12,0.06328,0.06710,4.7
