epoch,train_pinball,val_pinball,seconds
0,0.26960,0.11365,2.5
1,0.09315,0.05540,2.4
2,0.06598,0.04859,2.4
3,0.06114,0.04618,2.4
4,0.05972,0.04503,2.3
5,0.05933,0.04560,2.5
6,0.05811,0.04502,2.4
7,0.05753,0.04756,2.3
8,0.05754,0.04481,2.3
9,0.05690,0.04401,3.0
10,0.05659,0.04427,2.8
11,0.05685,0.04437,2.5
12,0.05650,0.04427,2.4
13,0.05601,0.04441,2.6
