epoch,train_pinball,val_pinball,seconds
0,0.42287,0.39375,1.0
1,0.40152,0.38273,1.0
2,0.36026,0.32670,1.1
3,0.26628,0.24582,1.1
4,0.22920,0.21059,1.0
5,0.20134,0.18120,1.0
6,0.18099,0.15607,1.0
7,0.16667,0.14003,0.9
8,0.15567,0.12910,0.9
9,0.14901,0.12078,0.8
10,0.14192,0.11277,0.8
11,0.13641,0.10587,0.9
12,0.13083,0.09912,1.0
13,0.12585,0.09236,1.0
14,0.12145,0.08833,0.9
15,0.11823,0.08898,1.0
16,0.11614,0.08957,1.0
17,0.11432,0.08485,1.0
18,0.11213,0.08537,1.0
19,0.11044,0.08240,1.0
20,0.10842,0.08342,1.0
21,0.10745,0.08291,1.0
22,0.10425,0.08827,1.1
23,0.10323,0.07933,1.0
24,0.10044,0.08345,1.0
25,0.09748,0.07595,0.9
26,0.09558,0.07799,1.0
27,0.09281,0.07720,1.0
28,0.09140,0.07389,0.9
29,0.08891,0.07898,0.9
30,0.08706,0.07560,0.9
31,0.08708,0.07507,0.9
32,0.08612,0.08004,0.9
