epoch,train_pinball,val_pinball,seconds
0,0.35842,0.27547,0.8
1,0.18596,0.12979,0.8
2,0.12632,0.10582,0.8
3,0.10072,0.08625,0.8
4,0.09058,0.08121,0.8
5,0.08723,0.08143,0.8
6,0.08333,0.07529,0.8
7,0.08171,0.08075,0.8
8,0.08040,0.07614,0.8
9,0.07843,0.07689,0.8
10,0.07674,0.08443,0.8
