epoch,train_pinball,val_pinball,seconds
0,0.27445,0.14561,0.8
1,0.11597,0.11326,0.8
2,0.10164,0.11284,0.8
3,0.09869,0.11242,0.8
4,0.09736,0.11380,0.8
5,0.09589,0.11366,0.8
6,0.09465,0.11307,0.8
7,0.09366,0.11223,0.8
8,0.09239,0.11128,0.8
9,0.09156,0.11552,0.8
10,0.09006,0.11936,0.8
11,0.08845,0.11708,0.8
12,0.08672,0.12461,0.8
