epoch,train_pinball,val_pinball,seconds
0,0.24518,0.09890,2.5
1,0.07393,0.04355,2.4
2,0.05109,0.03757,2.5
3,0.04729,0.03492,2.4
4,0.04536,0.03352,2.5
5,0.04408,0.03328,2.9
6,0.04331,0.03342,2.6
7,0.04261,0.03268,2.7
8,0.04249,0.03325,2.8
9,0.04221,0.03261,2.6
10,0.04157,0.03208,2.6
11,0.04118,0.03126,2.6
12,0.04097,0.03143,2.5
13,0.04067,0.03193,2.4
14,0.04048,0.03087,2.4
15,0.04012,0.03145,2.5
16,0.03995,0.03093,2.6
17,0.03960,0.03209,2.6
18,0.03940,0.03228,2.5
