epoch,train_pinball,val_pinball,seconds
0,0.28552,0.12085,0.8
1,0.11160,0.06164,0.8
2,0.07112,0.04694,0.8
3,0.06531,0.04606,0.8
4,0.06267,0.04399,0.8
5,0.06092,0.04335,0.8
6,0.05924,0.04097,0.8
7,0.05776,0.04143,0.8
8,0.05617,0.03866,0.8
9,0.05525,0.04494,0.8
10,0.05430,0.04342,0.8
11,0.05394,0.04511,0.8
12,0.05239,0.04311,0.8
