epoch,train_pinball,val_pinball,seconds
0,0.12392,0.05062,4.7
1,0.06626,0.04729,4.7
2,0.06460,0.04660,4.7
3,0.06388,0.04761,4.7
4,0.06336,0.04835,4.7
5,0.06289,0.04853,4.7
6,0.06220,0.04996,4.7
