epoch,train_pinball,val_pinball,seconds
0,0.31995,0.21715,0.9
1,0.23200,0.20974,0.9
2,0.20976,0.25682,0.9
3,0.20065,0.22913,0.9
4,0.19613,0.23742,0.9
5,0.19172,0.22430,0.9
