epoch,train_pinball,val_pinball,seconds
0,0.12842,0.18978,4.6
1,0.07741,0.17282,4.5
2,0.07458,0.17802,4.6
3,0.07272,0.16805,4.6
4,0.07135,0.17939,4.6
5,0.07015,0.16860,4.6
6,0.06950,0.16827,4.6
7,0.06849,0.17441,4.6
