epoch,train_pinball,val_pinball,seconds
0,0.35691,0.20737,0.8
1,0.18152,0.10634,0.8
2,0.11013,0.08161,0.8
3,0.09394,0.07204,0.8
4,0.08970,0.06907,0.8
5,0.08796,0.07168,0.8
6,0.08595,0.06645,0.8
7,0.08412,0.06842,0.8
8,0.08298,0.06465,0.8
9,0.08270,0.07048,0.8
10,0.08221,0.06824,0.8
11,0.08080,0.07151,0.8
12,0.08030,0.07388,0.8
