epoch,train_pinball,val_pinball,seconds
0,0.24848,0.20072,4.6
1,0.18580,0.20885,4.5
2,0.17513,0.19287,4.8
3,0.17270,0.19490,4.7
4,0.17045,0.18949,5.0
5,0.16776,0.19016,4.7
6,0.16779,0.17992,4.7
7,0.16701,0.19400,4.7
8,0.16662,0.17950,4.9
9,0.16571,0.18146,4.8
10,0.16560,0.19625,4.7
11,0.16491,0.18340,4.7
12,0.16432,0.18658,4.7
