epoch,train_pinball,val_pinball,seconds
0,0.07177,0.06302,0.7
1,0.06997,0.06136,0.7
2,0.06916,0.06067,0.7
3,0.06885,0.06043,0.7
4,0.06857,0.06036,0.7
5,0.06833,0.06042,0.7
6,0.06817,0.06042,0.7
7,0.06794,0.06052,0.7
8,0.06778,0.06044,0.7
