epoch,train_pinball,val_pinball,seconds
0,0.28475,0.12125,0.8
1,0.11314,0.08812,0.8
2,0.09246,0.08054,0.8
3,0.08788,0.07514,0.8
4,0.08556,0.07317,0.8
5,0.08417,0.07516,0.8
6,0.08295,0.07513,0.8
7,0.08189,0.07379,0.8
8,0.08068,0.07758,0.8
